date,geography_name,geography_code,sex,hours,variable_name,value
2022,Ryedale,E07000167,Female,All,number_of_jobs_000s,NA
2022,Ryedale,E07000167,Female,All,percent,NA
2022,Scarborough,E07000168,Female,All,number_of_jobs_000s,NA
2022,Scarborough,E07000168,Female,All,percent,NA
2022,Selby,E07000169,Female,All,number_of_jobs_000s,NA
2022,Selby,E07000169,Female,All,percent,NA
2022,South Yorkshire Met County,E11000003,Female,All,number_of_jobs_000s,46
2022,South Yorkshire Met County,E11000003,Female,All,percent,18.6
2022,Barnsley,E08000016,Female,All,number_of_jobs_000s,6
2022,Barnsley,E08000016,Female,All,percent,17.1
2022,Doncaster,E08000017,Female,All,number_of_jobs_000s,12
2022,Doncaster,E08000017,Female,All,percent,24.5
2022,Rotherham,E08000018,Female,All,number_of_jobs_000s,9
2022,Rotherham,E08000018,Female,All,percent,18.5
2022,Sheffield,E08000019,Female,All,number_of_jobs_000s,18
2022,Sheffield,E08000019,Female,All,percent,16.5
2022,West Yorkshire Met County,E11000006,Female,All,number_of_jobs_000s,124
2022,West Yorkshire Met County,E11000006,Female,All,percent,23
2022,Bradford,E08000032,Female,All,number_of_jobs_000s,16
2022,Bradford,E08000032,Female,All,percent,16
2022,Calderdale,E08000033,Female,All,number_of_jobs_000s,8
2022,Calderdale,E08000033,Female,All,percent,19.1
2022,Kirklees,E08000034,Female,All,number_of_jobs_000s,13
2022,Kirklees,E08000034,Female,All,percent,20.3
2022,Leeds,E08000035,Female,All,number_of_jobs_000s,74
2022,Leeds,E08000035,Female,All,percent,27.9
2022,Wakefield,E08000036,Female,All,number_of_jobs_000s,14
2022,Wakefield,E08000036,Female,All,percent,18.6
2022,North East,E12000001,All,Full-Time,number_of_jobs_000s,63
2022,North East,E12000001,All,Full-Time,percent,8.6
2022,Darlington UA,E06000005,All,Full-Time,number_of_jobs_000s,NA
2022,Darlington UA,E06000005,All,Full-Time,percent,NA
2022,Hartlepool UA,E06000001,All,Full-Time,number_of_jobs_000s,NA
2022,Hartlepool UA,E06000001,All,Full-Time,percent,NA
2022,Middlesbrough UA,E06000002,All,Full-Time,number_of_jobs_000s,NA
2022,Middlesbrough UA,E06000002,All,Full-Time,percent,NA
2022,Redcar and Cleveland UA,E06000003,All,Full-Time,number_of_jobs_000s,NA
2022,Redcar and Cleveland UA,E06000003,All,Full-Time,percent,NA
2022,Stockton-on-Tees UA,E06000004,All,Full-Time,number_of_jobs_000s,NA
2022,Stockton-on-Tees UA,E06000004,All,Full-Time,percent,NA
2022,County Durham UA,E06000047,All,Full-Time,number_of_jobs_000s,13
2022,County Durham UA,E06000047,All,Full-Time,percent,10.6
2022,Northumberland UA,E06000057,All,Full-Time,number_of_jobs_000s,5
2022,Northumberland UA,E06000057,All,Full-Time,percent,7.8
2022,Tyne and Wear Met County,E11000007,All,Full-Time,number_of_jobs_000s,31
2022,Tyne and Wear Met County,E11000007,All,Full-Time,percent,8.3
2022,Gateshead,E08000037,All,Full-Time,number_of_jobs_000s,5
2022,Gateshead,E08000037,All,Full-Time,percent,8.2
2022,Newcastle upon Tyne,E08000021,All,Full-Time,number_of_jobs_000s,10
2022,Newcastle upon Tyne,E08000021,All,Full-Time,percent,7.1
2022,North Tyneside,E08000022,All,Full-Time,number_of_jobs_000s,NA
2022,North Tyneside,E08000022,All,Full-Time,percent,NA
2022,South Tyneside,E08000023,All,Full-Time,number_of_jobs_000s,NA
2022,South Tyneside,E08000023,All,Full-Time,percent,NA
2022,Sunderland,E08000024,All,Full-Time,number_of_jobs_000s,9
2022,Sunderland,E08000024,All,Full-Time,percent,9.7
2022,North West,E12000002,All,Full-Time,number_of_jobs_000s,159
2022,North West,E12000002,All,Full-Time,percent,7.4
2022,Blackburn with Darwen UA,E06000008,All,Full-Time,number_of_jobs_000s,NA
2022,Blackburn with Darwen UA,E06000008,All,Full-Time,percent,NA
2022,Blackpool UA,E06000009,All,Full-Time,number_of_jobs_000s,5
2022,Blackpool UA,E06000009,All,Full-Time,percent,11.4
2022,Halton UA,E06000006,All,Full-Time,number_of_jobs_000s,NA
2022,Halton UA,E06000006,All,Full-Time,percent,NA
2022,Warrington UA,E06000007,All,Full-Time,number_of_jobs_000s,NA
2022,Warrington UA,E06000007,All,Full-Time,percent,NA
2022,Cheshire East UA,E06000049,All,Full-Time,number_of_jobs_000s,6
2022,Cheshire East UA,E06000049,All,Full-Time,percent,4.7
2022,Cheshire West and Chester,E06000050,All,Full-Time,number_of_jobs_000s,7
2022,Cheshire West and Chester,E06000050,All,Full-Time,percent,6.8
2022,Cumbria,E10000006,All,Full-Time,number_of_jobs_000s,13
2022,Cumbria,E10000006,All,Full-Time,percent,8
2022,Allerdale,E07000026,All,Full-Time,number_of_jobs_000s,NA
2022,Allerdale,E07000026,All,Full-Time,percent,NA
2022,Barrow-in-Furness,E07000027,All,Full-Time,number_of_jobs_000s,NA
2022,Barrow-in-Furness,E07000027,All,Full-Time,percent,NA
2022,Carlisle,E07000028,All,Full-Time,number_of_jobs_000s,NA
2022,Carlisle,E07000028,All,Full-Time,percent,NA
2022,Copeland,E07000029,All,Full-Time,number_of_jobs_000s,NA
2022,Copeland,E07000029,All,Full-Time,percent,NA
2022,Eden,E07000030,All,Full-Time,number_of_jobs_000s,NA
2022,Eden,E07000030,All,Full-Time,percent,NA
2022,South Lakeland,E07000031,All,Full-Time,number_of_jobs_000s,NA
2022,South Lakeland,E07000031,All,Full-Time,percent,NA
2022,Greater Manchester Met County,E11000001,All,Full-Time,number_of_jobs_000s,63
2022,Greater Manchester Met County,E11000001,All,Full-Time,percent,7.4
2022,Bolton,E08000001,All,Full-Time,number_of_jobs_000s,6
2022,Bolton,E08000001,All,Full-Time,percent,9
2022,Bury,E08000002,All,Full-Time,number_of_jobs_000s,NA
2022,Bury,E08000002,All,Full-Time,percent,NA
2022,Manchester,E08000003,All,Full-Time,number_of_jobs_000s,14
2022,Manchester,E08000003,All,Full-Time,percent,4.7
2022,Oldham,E08000004,All,Full-Time,number_of_jobs_000s,7
2022,Oldham,E08000004,All,Full-Time,percent,12.8
2022,Rochdale,E08000005,All,Full-Time,number_of_jobs_000s,8
2022,Rochdale,E08000005,All,Full-Time,percent,16.2
2022,Salford,E08000006,All,Full-Time,number_of_jobs_000s,6
2022,Salford,E08000006,All,Full-Time,percent,6
2022,Stockport,E08000007,All,Full-Time,number_of_jobs_000s,6
2022,Stockport,E08000007,All,Full-Time,percent,8.8
2022,Tameside,E08000008,All,Full-Time,number_of_jobs_000s,NA
2022,Tameside,E08000008,All,Full-Time,percent,NA
2022,Trafford,E08000009,All,Full-Time,number_of_jobs_000s,5
2022,Trafford,E08000009,All,Full-Time,percent,6.3
2022,Wigan,E08000010,All,Full-Time,number_of_jobs_000s,6
2022,Wigan,E08000010,All,Full-Time,percent,9.2
2022,Lancashire,E10000017,All,Full-Time,number_of_jobs_000s,28
2022,Lancashire,E10000017,All,Full-Time,percent,8.3
2022,Burnley,E07000117,All,Full-Time,number_of_jobs_000s,NA
2022,Burnley,E07000117,All,Full-Time,percent,NA
2022,Chorley,E07000118,All,Full-Time,number_of_jobs_000s,NA
2022,Chorley,E07000118,All,Full-Time,percent,NA
2022,Fylde,E07000119,All,Full-Time,number_of_jobs_000s,NA
2022,Fylde,E07000119,All,Full-Time,percent,NA
2022,Hyndburn,E07000120,All,Full-Time,number_of_jobs_000s,NA
2022,Hyndburn,E07000120,All,Full-Time,percent,NA
2022,Lancaster,E07000121,All,Full-Time,number_of_jobs_000s,NA
2022,Lancaster,E07000121,All,Full-Time,percent,NA
2022,Pendle,E07000122,All,Full-Time,number_of_jobs_000s,NA
2022,Pendle,E07000122,All,Full-Time,percent,NA
2022,Preston,E07000123,All,Full-Time,number_of_jobs_000s,6
2022,Preston,E07000123,All,Full-Time,percent,8.3
2022,Ribble Valley,E07000124,All,Full-Time,number_of_jobs_000s,NA
2022,Ribble Valley,E07000124,All,Full-Time,percent,NA
2022,Rossendale,E07000125,All,Full-Time,number_of_jobs_000s,NA
2022,Rossendale,E07000125,All,Full-Time,percent,NA
2022,South Ribble,E07000126,All,Full-Time,number_of_jobs_000s,NA
2022,South Ribble,E07000126,All,Full-Time,percent,NA
2022,West Lancashire,E07000127,All,Full-Time,number_of_jobs_000s,NA
2022,West Lancashire,E07000127,All,Full-Time,percent,NA
2022,Wyre,E07000128,All,Full-Time,number_of_jobs_000s,NA
2022,Wyre,E07000128,All,Full-Time,percent,NA
2022,Merseyside Met County,E11000002,All,Full-Time,number_of_jobs_000s,26
2022,Merseyside Met County,E11000002,All,Full-Time,percent,7.2
2022,Knowsley,E08000011,All,Full-Time,number_of_jobs_000s,NA
2022,Knowsley,E08000011,All,Full-Time,percent,NA
2022,Liverpool,E08000012,All,Full-Time,number_of_jobs_000s,9
2022,Liverpool,E08000012,All,Full-Time,percent,5.7
2022,St. Helens,E08000013,All,Full-Time,number_of_jobs_000s,NA
2022,St. Helens,E08000013,All,Full-Time,percent,NA
2022,Sefton,E08000014,All,Full-Time,number_of_jobs_000s,5
2022,Sefton,E08000014,All,Full-Time,percent,8.9
2022,Wirral,E08000015,All,Full-Time,number_of_jobs_000s,NA
2022,Wirral,E08000015,All,Full-Time,percent,8.4
2022,Yorkshire and The Humber,E12000003,All,Full-Time,number_of_jobs_000s,138
2022,Yorkshire and The Humber,E12000003,All,Full-Time,percent,8.5
2022,East Riding of Yorkshire UA,E06000011,All,Full-Time,number_of_jobs_000s,8
2022,East Riding of Yorkshire UA,E06000011,All,Full-Time,percent,8.8
2022,Kingston upon Hull UA,E06000010,All,Full-Time,number_of_jobs_000s,7
2022,Kingston upon Hull UA,E06000010,All,Full-Time,percent,8
2022,North East Lincolnshire UA,E06000012,All,Full-Time,number_of_jobs_000s,NA
2022,North East Lincolnshire UA,E06000012,All,Full-Time,percent,11.5
2022,North Lincolnshire UA,E06000013,All,Full-Time,number_of_jobs_000s,NA
2022,North Lincolnshire UA,E06000013,All,Full-Time,percent,NA
2022,York UA,E06000014,All,Full-Time,number_of_jobs_000s,NA
2022,York UA,E06000014,All,Full-Time,percent,6.3
2022,North Yorkshire,E10000023,All,Full-Time,number_of_jobs_000s,13
2022,North Yorkshire,E10000023,All,Full-Time,percent,6.8
2022,Craven,E07000163,All,Full-Time,number_of_jobs_000s,NA
2022,Craven,E07000163,All,Full-Time,percent,NA
2022,Hambleton,E07000164,All,Full-Time,number_of_jobs_000s,NA
2022,Hambleton,E07000164,All,Full-Time,percent,NA
2022,Harrogate,E07000165,All,Full-Time,number_of_jobs_000s,NA
2022,Harrogate,E07000165,All,Full-Time,percent,NA
2022,Richmondshire,E07000166,All,Full-Time,number_of_jobs_000s,NA
2022,Richmondshire,E07000166,All,Full-Time,percent,NA
2022,Ryedale,E07000167,All,Full-Time,number_of_jobs_000s,NA
2022,Ryedale,E07000167,All,Full-Time,percent,NA
2022,Scarborough,E07000168,All,Full-Time,number_of_jobs_000s,NA
2022,Scarborough,E07000168,All,Full-Time,percent,NA
2022,Selby,E07000169,All,Full-Time,number_of_jobs_000s,NA
2022,Selby,E07000169,All,Full-Time,percent,NA
2022,South Yorkshire Met County,E11000003,All,Full-Time,number_of_jobs_000s,26
2022,South Yorkshire Met County,E11000003,All,Full-Time,percent,7.4
2022,Barnsley,E08000016,All,Full-Time,number_of_jobs_000s,NA
2022,Barnsley,E08000016,All,Full-Time,percent,7.7
2022,Doncaster,E08000017,All,Full-Time,number_of_jobs_000s,6
2022,Doncaster,E08000017,All,Full-Time,percent,8.7
2022,Rotherham,E08000018,All,Full-Time,number_of_jobs_000s,NA
2022,Rotherham,E08000018,All,Full-Time,percent,7.1
2022,Sheffield,E08000019,All,Full-Time,number_of_jobs_000s,11
2022,Sheffield,E08000019,All,Full-Time,percent,6.9
2022,West Yorkshire Met County,E11000006,All,Full-Time,number_of_jobs_000s,72
2022,West Yorkshire Met County,E11000006,All,Full-Time,percent,9.6
2022,Bradford,E08000032,All,Full-Time,number_of_jobs_000s,8
2022,Bradford,E08000032,All,Full-Time,percent,6.3
2022,Calderdale,E08000033,All,Full-Time,number_of_jobs_000s,NA
2022,Calderdale,E08000033,All,Full-Time,percent,NA
2022,Kirklees,E08000034,All,Full-Time,number_of_jobs_000s,9
2022,Kirklees,E08000034,All,Full-Time,percent,9.1
2022,Leeds,E08000035,All,Full-Time,number_of_jobs_000s,43
2022,Leeds,E08000035,All,Full-Time,percent,12.1
2022,Wakefield,E08000036,All,Full-Time,number_of_jobs_000s,8
2022,Wakefield,E08000036,All,Full-Time,percent,7.9
2022,North East,E12000001,All,Part-Time,number_of_jobs_000s,92
2022,North East,E12000001,All,Part-Time,percent,29.4
2022,Darlington UA,E06000005,All,Part-Time,number_of_jobs_000s,4
2022,Darlington UA,E06000005,All,Part-Time,percent,36.6
2022,Hartlepool UA,E06000001,All,Part-Time,number_of_jobs_000s,NA
2022,Hartlepool UA,E06000001,All,Part-Time,percent,NA
2022,Middlesbrough UA,E06000002,All,Part-Time,number_of_jobs_000s,6
2022,Middlesbrough UA,E06000002,All,Part-Time,percent,41.6
2022,Redcar and Cleveland UA,E06000003,All,Part-Time,number_of_jobs_000s,NA
2022,Redcar and Cleveland UA,E06000003,All,Part-Time,percent,43.1
2022,Stockton-on-Tees UA,E06000004,All,Part-Time,number_of_jobs_000s,8
2022,Stockton-on-Tees UA,E06000004,All,Part-Time,percent,32.7
2022,County Durham UA,E06000047,All,Part-Time,number_of_jobs_000s,17
2022,County Durham UA,E06000047,All,Part-Time,percent,29.2
2022,Northumberland UA,E06000057,All,Part-Time,number_of_jobs_000s,9
2022,Northumberland UA,E06000057,All,Part-Time,percent,24.6
2022,Tyne and Wear Met County,E11000007,All,Part-Time,number_of_jobs_000s,40
2022,Tyne and Wear Met County,E11000007,All,Part-Time,percent,27.4
2022,Gateshead,E08000037,All,Part-Time,number_of_jobs_000s,9
2022,Gateshead,E08000037,All,Part-Time,percent,36.6
2022,Newcastle upon Tyne,E08000021,All,Part-Time,number_of_jobs_000s,13
2022,Newcastle upon Tyne,E08000021,All,Part-Time,percent,24
2022,North Tyneside,E08000022,All,Part-Time,number_of_jobs_000s,6
2022,North Tyneside,E08000022,All,Part-Time,percent,23.6
2022,South Tyneside,E08000023,All,Part-Time,number_of_jobs_000s,NA
2022,South Tyneside,E08000023,All,Part-Time,percent,33.7
2022,Sunderland,E08000024,All,Part-Time,number_of_jobs_000s,9
2022,Sunderland,E08000024,All,Part-Time,percent,26.7
2022,North West,E12000002,All,Part-Time,number_of_jobs_000s,208
2022,North West,E12000002,All,Part-Time,percent,27
2022,Blackburn with Darwen UA,E06000008,All,Part-Time,number_of_jobs_000s,NA
2022,Blackburn with Darwen UA,E06000008,All,Part-Time,percent,27
2022,Blackpool UA,E06000009,All,Part-Time,number_of_jobs_000s,7
2022,Blackpool UA,E06000009,All,Part-Time,percent,34.2
2022,Halton UA,E06000006,All,Part-Time,number_of_jobs_000s,4
2022,Halton UA,E06000006,All,Part-Time,percent,33.3
2022,Warrington UA,E06000007,All,Part-Time,number_of_jobs_000s,8
2022,Warrington UA,E06000007,All,Part-Time,percent,27.9
2022,Cheshire East UA,E06000049,All,Part-Time,number_of_jobs_000s,9
2022,Cheshire East UA,E06000049,All,Part-Time,percent,24.9
2022,Cheshire West and Chester,E06000050,All,Part-Time,number_of_jobs_000s,8
2022,Cheshire West and Chester,E06000050,All,Part-Time,percent,21.9
2022,Cumbria,E10000006,All,Part-Time,number_of_jobs_000s,15
2022,Cumbria,E10000006,All,Part-Time,percent,25.5
2022,Allerdale,E07000026,All,Part-Time,number_of_jobs_000s,NA
2022,Allerdale,E07000026,All,Part-Time,percent,NA
2022,Barrow-in-Furness,E07000027,All,Part-Time,number_of_jobs_000s,NA
2022,Barrow-in-Furness,E07000027,All,Part-Time,percent,NA
2022,Carlisle,E07000028,All,Part-Time,number_of_jobs_000s,NA
2022,Carlisle,E07000028,All,Part-Time,percent,NA
2022,Copeland,E07000029,All,Part-Time,number_of_jobs_000s,NA
2022,Copeland,E07000029,All,Part-Time,percent,44.6
2022,Eden,E07000030,All,Part-Time,number_of_jobs_000s,NA
2022,Eden,E07000030,All,Part-Time,percent,NA
2022,South Lakeland,E07000031,All,Part-Time,number_of_jobs_000s,NA
2022,South Lakeland,E07000031,All,Part-Time,percent,NA
2022,Greater Manchester Met County,E11000001,All,Part-Time,number_of_jobs_000s,79
2022,Greater Manchester Met County,E11000001,All,Part-Time,percent,27.6
2022,Bolton,E08000001,All,Part-Time,number_of_jobs_000s,7
2022,Bolton,E08000001,All,Part-Time,percent,25.4
2022,Bury,E08000002,All,Part-Time,number_of_jobs_000s,5
2022,Bury,E08000002,All,Part-Time,percent,33.9
2022,Manchester,E08000003,All,Part-Time,number_of_jobs_000s,22
2022,Manchester,E08000003,All,Part-Time,percent,28
2022,Oldham,E08000004,All,Part-Time,number_of_jobs_000s,7
2022,Oldham,E08000004,All,Part-Time,percent,32.8
2022,Rochdale,E08000005,All,Part-Time,number_of_jobs_000s,8
2022,Rochdale,E08000005,All,Part-Time,percent,36.1
2022,Salford,E08000006,All,Part-Time,number_of_jobs_000s,5
2022,Salford,E08000006,All,Part-Time,percent,21.7
2022,Stockport,E08000007,All,Part-Time,number_of_jobs_000s,6
2022,Stockport,E08000007,All,Part-Time,percent,20
2022,Tameside,E08000008,All,Part-Time,number_of_jobs_000s,6
2022,Tameside,E08000008,All,Part-Time,percent,43.6
2022,Trafford,E08000009,All,Part-Time,number_of_jobs_000s,7
2022,Trafford,E08000009,All,Part-Time,percent,22.9
2022,Wigan,E08000010,All,Part-Time,number_of_jobs_000s,7
2022,Wigan,E08000010,All,Part-Time,percent,25.4
2022,Lancashire,E10000017,All,Part-Time,number_of_jobs_000s,38
2022,Lancashire,E10000017,All,Part-Time,percent,27.8
2022,Burnley,E07000117,All,Part-Time,number_of_jobs_000s,NA
2022,Burnley,E07000117,All,Part-Time,percent,NA
2022,Chorley,E07000118,All,Part-Time,number_of_jobs_000s,NA
2022,Chorley,E07000118,All,Part-Time,percent,NA
2022,Fylde,E07000119,All,Part-Time,number_of_jobs_000s,NA
2022,Fylde,E07000119,All,Part-Time,percent,NA
2022,Hyndburn,E07000120,All,Part-Time,number_of_jobs_000s,NA
2022,Hyndburn,E07000120,All,Part-Time,percent,42.2
2022,Lancaster,E07000121,All,Part-Time,number_of_jobs_000s,NA
2022,Lancaster,E07000121,All,Part-Time,percent,26.3
2022,Pendle,E07000122,All,Part-Time,number_of_jobs_000s,NA
2022,Pendle,E07000122,All,Part-Time,percent,NA
2022,Preston,E07000123,All,Part-Time,number_of_jobs_000s,6
2022,Preston,E07000123,All,Part-Time,percent,24
2022,Ribble Valley,E07000124,All,Part-Time,number_of_jobs_000s,NA
2022,Ribble Valley,E07000124,All,Part-Time,percent,NA
2022,Rossendale,E07000125,All,Part-Time,number_of_jobs_000s,NA
2022,Rossendale,E07000125,All,Part-Time,percent,NA
2022,South Ribble,E07000126,All,Part-Time,number_of_jobs_000s,NA
2022,South Ribble,E07000126,All,Part-Time,percent,NA
2022,West Lancashire,E07000127,All,Part-Time,number_of_jobs_000s,NA
2022,West Lancashire,E07000127,All,Part-Time,percent,NA
2022,Wyre,E07000128,All,Part-Time,number_of_jobs_000s,NA
2022,Wyre,E07000128,All,Part-Time,percent,36.3
2022,Merseyside Met County,E11000002,All,Part-Time,number_of_jobs_000s,36
2022,Merseyside Met County,E11000002,All,Part-Time,percent,26
2022,Knowsley,E08000011,All,Part-Time,number_of_jobs_000s,NA
2022,Knowsley,E08000011,All,Part-Time,percent,27.9
2022,Liverpool,E08000012,All,Part-Time,number_of_jobs_000s,15
2022,Liverpool,E08000012,All,Part-Time,percent,26.3
2022,St. Helens,E08000013,All,Part-Time,number_of_jobs_000s,NA
2022,St. Helens,E08000013,All,Part-Time,percent,33.2
2022,Sefton,E08000014,All,Part-Time,number_of_jobs_000s,7
2022,Sefton,E08000014,All,Part-Time,percent,24.3
2022,Wirral,E08000015,All,Part-Time,number_of_jobs_000s,6
2022,Wirral,E08000015,All,Part-Time,percent,22.9
2022,Yorkshire and The Humber,E12000003,All,Part-Time,number_of_jobs_000s,230
2022,Yorkshire and The Humber,E12000003,All,Part-Time,percent,33.2
2022,East Riding of Yorkshire UA,E06000011,All,Part-Time,number_of_jobs_000s,10
2022,East Riding of Yorkshire UA,E06000011,All,Part-Time,percent,27.1
2022,Kingston upon Hull UA,E06000010,All,Part-Time,number_of_jobs_000s,9
2022,Kingston upon Hull UA,E06000010,All,Part-Time,percent,26.5
2022,North East Lincolnshire UA,E06000012,All,Part-Time,number_of_jobs_000s,6
2022,North East Lincolnshire UA,E06000012,All,Part-Time,percent,40.2
2022,North Lincolnshire UA,E06000013,All,Part-Time,number_of_jobs_000s,4
2022,North Lincolnshire UA,E06000013,All,Part-Time,percent,26.8
2022,York UA,E06000014,All,Part-Time,number_of_jobs_000s,7
2022,York UA,E06000014,All,Part-Time,percent,23.8
2022,North Yorkshire,E10000023,All,Part-Time,number_of_jobs_000s,19
2022,North Yorkshire,E10000023,All,Part-Time,percent,25.3
2022,Craven,E07000163,All,Part-Time,number_of_jobs_000s,NA
2022,Craven,E07000163,All,Part-Time,percent,NA
2022,Hambleton,E07000164,All,Part-Time,number_of_jobs_000s,NA
2022,Hambleton,E07000164,All,Part-Time,percent,30.7
2022,Harrogate,E07000165,All,Part-Time,number_of_jobs_000s,NA
2022,Harrogate,E07000165,All,Part-Time,percent,NA
2022,Richmondshire,E07000166,All,Part-Time,number_of_jobs_000s,NA
2022,Richmondshire,E07000166,All,Part-Time,percent,NA
2022,Ryedale,E07000167,All,Part-Time,number_of_jobs_000s,NA
2022,Ryedale,E07000167,All,Part-Time,percent,NA
2022,Scarborough,E07000168,All,Part-Time,number_of_jobs_000s,NA
2022,Scarborough,E07000168,All,Part-Time,percent,27.2
2022,Selby,E07000169,All,Part-Time,number_of_jobs_000s,NA
2022,Selby,E07000169,All,Part-Time,percent,37.7
2022,South Yorkshire Met County,E11000003,All,Part-Time,number_of_jobs_000s,44
2022,South Yorkshire Met County,E11000003,All,Part-Time,percent,30.8
2022,Barnsley,E08000016,All,Part-Time,number_of_jobs_000s,5
2022,Barnsley,E08000016,All,Part-Time,percent,28.8
2022,Doncaster,E08000017,All,Part-Time,number_of_jobs_000s,12
2022,Doncaster,E08000017,All,Part-Time,percent,36.3
2022,Rotherham,E08000018,All,Part-Time,number_of_jobs_000s,9
2022,Rotherham,E08000018,All,Part-Time,percent,29.6
2022,Sheffield,E08000019,All,Part-Time,number_of_jobs_000s,18
2022,Sheffield,E08000019,All,Part-Time,percent,29.1
2022,West Yorkshire Met County,E11000006,All,Part-Time,number_of_jobs_000s,130
2022,West Yorkshire Met County,E11000006,All,Part-Time,percent,38.2
2022,Bradford,E08000032,All,Part-Time,number_of_jobs_000s,18
2022,Bradford,E08000032,All,Part-Time,percent,35.1
2022,Calderdale,E08000033,All,Part-Time,number_of_jobs_000s,8
2022,Calderdale,E08000033,All,Part-Time,percent,30.9
2022,Kirklees,E08000034,All,Part-Time,number_of_jobs_000s,14
2022,Kirklees,E08000034,All,Part-Time,percent,34.2
2022,Leeds,E08000035,All,Part-Time,number_of_jobs_000s,80
2022,Leeds,E08000035,All,Part-Time,percent,43.5
2022,Wakefield,E08000036,All,Part-Time,number_of_jobs_000s,11
2022,Wakefield,E08000036,All,Part-Time,percent,26.5
2022,North East,E12000001,Male,Full-Time,number_of_jobs_000s,37
2022,North East,E12000001,Male,Full-Time,percent,8.6
2022,Darlington UA,E06000005,Male,Full-Time,number_of_jobs_000s,NA
2022,Darlington UA,E06000005,Male,Full-Time,percent,NA
2022,Hartlepool UA,E06000001,Male,Full-Time,number_of_jobs_000s,NA
2022,Hartlepool UA,E06000001,Male,Full-Time,percent,NA
2022,Middlesbrough UA,E06000002,Male,Full-Time,number_of_jobs_000s,NA
2022,Middlesbrough UA,E06000002,Male,Full-Time,percent,NA
2022,Redcar and Cleveland UA,E06000003,Male,Full-Time,number_of_jobs_000s,NA
2022,Redcar and Cleveland UA,E06000003,Male,Full-Time,percent,NA
2022,Stockton-on-Tees UA,E06000004,Male,Full-Time,number_of_jobs_000s,NA
2022,Stockton-on-Tees UA,E06000004,Male,Full-Time,percent,NA
2022,County Durham UA,E06000047,Male,Full-Time,number_of_jobs_000s,9
2022,County Durham UA,E06000047,Male,Full-Time,percent,11.8
2022,Northumberland UA,E06000057,Male,Full-Time,number_of_jobs_000s,NA
2022,Northumberland UA,E06000057,Male,Full-Time,percent,NA
2022,Tyne and Wear Met County,E11000007,Male,Full-Time,number_of_jobs_000s,18
2022,Tyne and Wear Met County,E11000007,Male,Full-Time,percent,8.5
2022,Gateshead,E08000037,Male,Full-Time,number_of_jobs_000s,NA
2022,Gateshead,E08000037,Male,Full-Time,percent,NA
2022,Newcastle upon Tyne,E08000021,Male,Full-Time,number_of_jobs_000s,6
2022,Newcastle upon Tyne,E08000021,Male,Full-Time,percent,7.8
2022,North Tyneside,E08000022,Male,Full-Time,number_of_jobs_000s,NA
2022,North Tyneside,E08000022,Male,Full-Time,percent,NA
2022,South Tyneside,E08000023,Male,Full-Time,number_of_jobs_000s,NA
2022,South Tyneside,E08000023,Male,Full-Time,percent,NA
2022,Sunderland,E08000024,Male,Full-Time,number_of_jobs_000s,5
2022,Sunderland,E08000024,Male,Full-Time,percent,10.1
2022,North West,E12000002,Male,Full-Time,number_of_jobs_000s,81
2022,North West,E12000002,Male,Full-Time,percent,6.5
2022,Blackburn with Darwen UA,E06000008,Male,Full-Time,number_of_jobs_000s,NA
2022,Blackburn with Darwen UA,E06000008,Male,Full-Time,percent,NA
2022,Blackpool UA,E06000009,Male,Full-Time,number_of_jobs_000s,NA
2022,Blackpool UA,E06000009,Male,Full-Time,percent,NA
2022,Halton UA,E06000006,Male,Full-Time,number_of_jobs_000s,NA
2022,Halton UA,E06000006,Male,Full-Time,percent,NA
2022,Warrington UA,E06000007,Male,Full-Time,number_of_jobs_000s,NA
2022,Warrington UA,E06000007,Male,Full-Time,percent,NA
2022,Cheshire East UA,E06000049,Male,Full-Time,number_of_jobs_000s,NA
2022,Cheshire East UA,E06000049,Male,Full-Time,percent,NA
2022,Cheshire West and Chester,E06000050,Male,Full-Time,number_of_jobs_000s,NA
2022,Cheshire West and Chester,E06000050,Male,Full-Time,percent,NA
2022,Cumbria,E10000006,Male,Full-Time,number_of_jobs_000s,7
2022,Cumbria,E10000006,Male,Full-Time,percent,6.9
2022,Allerdale,E07000026,Male,Full-Time,number_of_jobs_000s,NA
2022,Allerdale,E07000026,Male,Full-Time,percent,NA
2022,Barrow-in-Furness,E07000027,Male,Full-Time,number_of_jobs_000s,NA
2022,Barrow-in-Furness,E07000027,Male,Full-Time,percent,NA
2022,Carlisle,E07000028,Male,Full-Time,number_of_jobs_000s,NA
2022,Carlisle,E07000028,Male,Full-Time,percent,NA
2022,Copeland,E07000029,Male,Full-Time,number_of_jobs_000s,NA
2022,Copeland,E07000029,Male,Full-Time,percent,NA
2022,Eden,E07000030,Male,Full-Time,number_of_jobs_000s,NA
2022,Eden,E07000030,Male,Full-Time,percent,NA
2022,South Lakeland,E07000031,Male,Full-Time,number_of_jobs_000s,NA
2022,South Lakeland,E07000031,Male,Full-Time,percent,NA
2022,Greater Manchester Met County,E11000001,Male,Full-Time,number_of_jobs_000s,34
2022,Greater Manchester Met County,E11000001,Male,Full-Time,percent,7
2022,Bolton,E08000001,Male,Full-Time,number_of_jobs_000s,NA
2022,Bolton,E08000001,Male,Full-Time,percent,NA
2022,Bury,E08000002,Male,Full-Time,number_of_jobs_000s,NA
2022,Bury,E08000002,Male,Full-Time,percent,NA
2022,Manchester,E08000003,Male,Full-Time,number_of_jobs_000s,8
