geography_code,income_status,variable_name,marital_status,value,date,population,percent
E12000001,In low income (below threshold),population,Single,234146.0,2019-20 - 2021-22,2619901.0,9.0
E12000001,Not in low income (at or above threshold),population,Couple,1352145.0,2019-20 - 2021-22,2619901.0,52.0
E12000001,Not in low income (at or above threshold),population,Single,723556.5,2019-20 - 2021-22,2619901.0,28.0
E12000002,In low income (below threshold),population,Couple,671773.5,2019-20 - 2021-22,7221958.0,9.0
E12000002,In low income (below threshold),population,Single,677950.0,2019-20 - 2021-22,7221958.0,9.0
E12000002,Not in low income (at or above threshold),population,Couple,3910143.5,2019-20 - 2021-22,7221958.0,54.0
E12000002,Not in low income (at or above threshold),population,Single,1962091.0,2019-20 - 2021-22,7221958.0,27.0
E12000003,In low income (below threshold),population,Couple,641276.5,2019-20 - 2021-22,5416455.0,12.0
E12000003,In low income (below threshold),population,Single,451315.0,2019-20 - 2021-22,5416455.0,8.0
E12000003,Not in low income (at or above threshold),population,Couple,2964859.5,2019-20 - 2021-22,5416455.0,55.0
E12000003,Not in low income (at or above threshold),population,Single,1359004.0,2019-20 - 2021-22,5416455.0,25.0
