geography_code,date,phase_type_grouping,fsm,value,variable_name,count
E08000013,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),32.2,percent_of_pupils,56
E08000013,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.3,percent_of_pupils,56
E08000013,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.9,percent_of_pupils,56
E08000013,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.0,percent_of_pupils,56
E08000013,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),18.1,percent_of_pupils,56
E08000013,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.8,percent_of_pupils,56
E08000013,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),15.2,percent_of_pupils,56
E08000013,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),43.2,percent_of_pupils,56
E08000013,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.6,percent_of_pupils,56
E08000013,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),26.7,percent_of_pupils,56
E08000013,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.3,percent_of_pupils,56
E08000013,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.6,percent_of_pupils,56
E08000013,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),45.2,percent_of_pupils,56
E08000013,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),18.0,percent_of_pupils,56
E08000013,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),34.5,percent_of_pupils,56
E08000013,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000013,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.1,percent_of_pupils,56
E08000013,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),18.0,percent_of_pupils,56
E08000013,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),49.0,percent_of_pupils,56
E08000013,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),39.7,percent_of_pupils,56
E08000013,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.4,percent_of_pupils,56
E08000034,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.4,percent_of_pupils,56
E08000034,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),70.8,percent_of_pupils,56
E08000034,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),25.7,percent_of_pupils,56
E08000034,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),27.4,percent_of_pupils,56
E08000034,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),48.1,percent_of_pupils,56
E08000034,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),26.7,percent_of_pupils,56
E08000034,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),24.9,percent_of_pupils,56
E08000034,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),61.5,percent_of_pupils,56
E08000034,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),78.9,percent_of_pupils,56
E08000034,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),26.7,percent_of_pupils,56
E08000034,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),49.4,percent_of_pupils,56
E08000034,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),26.0,percent_of_pupils,56
E08000034,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),24.8,percent_of_pupils,56
E08000034,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),23.9,percent_of_pupils,56
E08000034,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),25.2,percent_of_pupils,56
E08000034,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),47.9,percent_of_pupils,56
E08000034,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),60.7,percent_of_pupils,56
E08000034,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),83.3,percent_of_pupils,56
E08000034,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),21.8,percent_of_pupils,56
E08000034,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),4.8,percent_of_pupils,56
E08000034,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),62.3,percent_of_pupils,56
E08000034,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),20.3,percent_of_pupils,56
E08000034,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),23.4,percent_of_pupils,56
E08000034,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),46.1,percent_of_pupils,56
E08000034,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),4.8,percent_of_pupils,56
E08000034,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),46.0,percent_of_pupils,56
E08000034,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.8,percent_of_pupils,56
E08000034,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),58.5,percent_of_pupils,56
E08000034,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),19.5,percent_of_pupils,56
E08000034,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),22.1,percent_of_pupils,56
E08000034,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),7.1,percent_of_pupils,56
E08000034,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),40.9,percent_of_pupils,56
E08000034,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),19.0,percent_of_pupils,56
E08000034,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),20.8,percent_of_pupils,56
E08000034,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.0,percent_of_pupils,56
E08000034,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),46.3,percent_of_pupils,56
E08000034,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),48.4,percent_of_pupils,56
E08000034,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.1,percent_of_pupils,56
E08000034,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),20.0,percent_of_pupils,56
E08000034,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),69.2,percent_of_pupils,56
E08000034,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),19.5,percent_of_pupils,56
E08000034,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),20.3,percent_of_pupils,56
E08000034,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),56.2,percent_of_pupils,56
E08000034,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000034,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),19.6,percent_of_pupils,56
E08000034,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.2,percent_of_pupils,56
E08000034,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),52.0,percent_of_pupils,56
E08000034,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),20.1,percent_of_pupils,56
E08000034,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),2.5,percent_of_pupils,56
E08000001,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),25.7,percent_of_pupils,56
E08000001,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),27.7,percent_of_pupils,56
E08000001,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.4,percent_of_pupils,56
E08000001,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),26.8,percent_of_pupils,56
E08000001,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),61.8,percent_of_pupils,56
E08000001,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),25.8,percent_of_pupils,56
E08000001,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),26.0,percent_of_pupils,56
E08000001,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.6,percent_of_pupils,56
E08000001,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),58.5,percent_of_pupils,56
E08000001,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),25.3,percent_of_pupils,56
E08000001,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),24.7,percent_of_pupils,56
E08000001,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),57.1,percent_of_pupils,56
E08000001,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),24.5,percent_of_pupils,56
E08000001,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),42.6,percent_of_pupils,56
E08000001,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),24.9,percent_of_pupils,56
E08000001,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),47.5,percent_of_pupils,56
E08000001,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),20.8,percent_of_pupils,56
E08000001,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),21.2,percent_of_pupils,56
E08000001,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.6,percent_of_pupils,56
E08000001,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),21.3,percent_of_pupils,56
E08000001,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.6,percent_of_pupils,56
E08000001,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),19.1,percent_of_pupils,56
E08000001,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),57.6,percent_of_pupils,56
E08000001,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.6,percent_of_pupils,56
E08000001,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),19.0,percent_of_pupils,56
E08000001,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),50.0,percent_of_pupils,56
E08000001,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),5.6,percent_of_pupils,56
E08000001,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.2,percent_of_pupils,56
E08000001,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.9,percent_of_pupils,56
E08000001,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.6,percent_of_pupils,56
E08000001,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),16.8,percent_of_pupils,56
E08000001,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.6,percent_of_pupils,56
E08000001,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),16.9,percent_of_pupils,56
E08000001,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.1,percent_of_pupils,56
E08000001,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.2,percent_of_pupils,56
E08000001,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),100.0,percent_of_pupils,56
E08000001,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),54.2,percent_of_pupils,56
E08000001,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),51.0,percent_of_pupils,56
E08000001,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),16.7,percent_of_pupils,56
E08000001,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),34.9,percent_of_pupils,56
E08000001,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.3,percent_of_pupils,56
E08000001,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000001,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),17.4,percent_of_pupils,56
E08000001,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000019,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),32.1,percent_of_pupils,56
E08000019,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),56.8,percent_of_pupils,56
E08000019,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),33.2,percent_of_pupils,56
E08000019,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),33.1,percent_of_pupils,56
E08000019,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),20.9,percent_of_pupils,56
E08000019,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),78.9,percent_of_pupils,56
E08000019,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),20.4,percent_of_pupils,56
E08000019,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),23.8,percent_of_pupils,56
E08000019,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),77.8,percent_of_pupils,56
E08000019,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),14.3,percent_of_pupils,56
E08000019,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),32.3,percent_of_pupils,56
E08000019,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),30.5,percent_of_pupils,56
E08000019,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),54.8,percent_of_pupils,56
E08000019,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),32.0,percent_of_pupils,56
E08000019,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),28.0,percent_of_pupils,56
E08000019,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),29.6,percent_of_pupils,56
E08000019,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),52.5,percent_of_pupils,56
E08000019,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),21.2,percent_of_pupils,56
E08000019,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),66.3,percent_of_pupils,56
E08000019,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),2.5,percent_of_pupils,56
E08000019,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),30.0,percent_of_pupils,56
E08000019,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),23.9,percent_of_pupils,56
E08000019,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),47.1,percent_of_pupils,56
E08000019,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),25.4,percent_of_pupils,56
E08000019,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),22.2,percent_of_pupils,56
E08000019,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),60.6,percent_of_pupils,56
E08000019,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),13.0,percent_of_pupils,56
E08000019,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),25.7,percent_of_pupils,56
E08000019,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),23.2,percent_of_pupils,56
E08000019,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),21.8,percent_of_pupils,56
E08000019,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),45.4,percent_of_pupils,56
E08000019,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),10.3,percent_of_pupils,56
E08000019,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),57.1,percent_of_pupils,56
E08000019,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),12.9,percent_of_pupils,56
E08000019,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),23.4,percent_of_pupils,56
E08000019,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),56.5,percent_of_pupils,56
E08000019,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.7,percent_of_pupils,56
E08000019,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),25.0,percent_of_pupils,56
E08000019,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),7.7,percent_of_pupils,56
E08000019,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),20.6,percent_of_pupils,56
E08000019,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),19.7,percent_of_pupils,56
E08000019,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),44.6,percent_of_pupils,56
E08000019,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),48.1,percent_of_pupils,56
E08000019,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),22.4,percent_of_pupils,56
E08000019,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),24.2,percent_of_pupils,56
E08000019,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),59.4,percent_of_pupils,56
E08000019,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),10.7,percent_of_pupils,56
E08000019,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),22.4,percent_of_pupils,56
E08000019,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),21.2,percent_of_pupils,56
E08000019,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),19.6,percent_of_pupils,56
E08000019,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),18.7,percent_of_pupils,56
E08000019,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),19.5,percent_of_pupils,56
E08000019,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000019,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.3,percent_of_pupils,56
E08000019,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),52.9,percent_of_pupils,56
E08000019,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),0.0,percent_of_pupils,56
E08000007,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),18.8,percent_of_pupils,56
E08000007,202223,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),21.2,percent_of_pupils,56
E08000007,202223,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.0,percent_of_pupils,56
E08000007,202223,Total,known to be eligible for free school meals (used for FSM in Performance Tables),20.2,percent_of_pupils,56
E08000007,202223,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),40.2,percent_of_pupils,56
E08000007,202223,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),65.0,percent_of_pupils,56
E08000007,202223,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),8.3,percent_of_pupils,56
E08000007,202122,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),41.1,percent_of_pupils,56
E08000007,202122,Total,known to be eligible for free school meals (used for FSM in Performance Tables),18.9,percent_of_pupils,56
E08000007,202122,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),31.5,percent_of_pupils,56
E08000007,202122,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),60.6,percent_of_pupils,56
E08000007,202122,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),8.0,percent_of_pupils,56
E08000007,202122,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.8,percent_of_pupils,56
E08000007,202122,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),19.5,percent_of_pupils,56
E08000007,202021,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),17.2,percent_of_pupils,56
E08000007,202021,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),17.8,percent_of_pupils,56
E08000007,202021,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),27.6,percent_of_pupils,56
E08000007,202021,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),51.4,percent_of_pupils,56
E08000007,202021,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),4.3,percent_of_pupils,56
E08000007,202021,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.3,percent_of_pupils,56
E08000007,202021,Total,known to be eligible for free school meals (used for FSM in Performance Tables),17.8,percent_of_pupils,56
E08000007,201920,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),14.9,percent_of_pupils,56
E08000007,201920,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),21.8,percent_of_pupils,56
E08000007,201920,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),51.5,percent_of_pupils,56
E08000007,201920,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),1.6,percent_of_pupils,56
E08000007,201920,Total,known to be eligible for free school meals (used for FSM in Performance Tables),14.7,percent_of_pupils,56
E08000007,201920,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),14.0,percent_of_pupils,56
E08000007,201920,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.3,percent_of_pupils,56
E08000007,201819,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),23.5,percent_of_pupils,56
E08000007,201819,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),36.8,percent_of_pupils,56
E08000007,201819,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),2.4,percent_of_pupils,56
E08000007,201819,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),12.6,percent_of_pupils,56
E08000007,201819,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),12.9,percent_of_pupils,56
E08000007,201819,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),37.0,percent_of_pupils,56
E08000007,201819,Total,known to be eligible for free school meals (used for FSM in Performance Tables),13.1,percent_of_pupils,56
E08000007,201718,Total,known to be eligible for free school meals (used for FSM in Performance Tables),11.4,percent_of_pupils,56
E08000007,201718,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),11.2,percent_of_pupils,56
E08000007,201718,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),11.0,percent_of_pupils,56
E08000007,201718,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),34.8,percent_of_pupils,56
E08000007,201718,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),24.2,percent_of_pupils,56
E08000007,201718,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),30.7,percent_of_pupils,56
E08000007,201718,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),0.7,percent_of_pupils,56
E08000007,201617,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),43.0,percent_of_pupils,56
E08000007,201617,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),13.3,percent_of_pupils,56
E08000007,201617,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),38.0,percent_of_pupils,56
E08000007,201617,Total,known to be eligible for free school meals (used for FSM in Performance Tables),13.8,percent_of_pupils,56
E08000007,201617,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),25.0,percent_of_pupils,56
E08000007,201617,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),13.6,percent_of_pupils,56
E08000007,201617,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),19.2,percent_of_pupils,56
E08000007,201516,State-funded secondary,known to be eligible for free school meals (used for FSM in Performance Tables),12.9,percent_of_pupils,56
E08000007,201516,Non-maintained special school,known to be eligible for free school meals (used for FSM in Performance Tables),26.3,percent_of_pupils,56
E08000007,201516,State-funded AP school,known to be eligible for free school meals (used for FSM in Performance Tables),41.1,percent_of_pupils,56
E08000007,201516,State-funded nursery,known to be eligible for free school meals (used for FSM in Performance Tables),26.7,percent_of_pupils,56
E08000007,201516,State-funded special school,known to be eligible for free school meals (used for FSM in Performance Tables),39.2,percent_of_pupils,56
E08000007,201516,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),13.4,percent_of_pupils,56
E08000007,201516,Total,known to be eligible for free school meals (used for FSM in Performance Tables),13.6,percent_of_pupils,56
E08000021,202223,State-funded primary,known to be eligible for free school meals (used for FSM in Performance Tables),40.5,percent_of_pupils,56
