geography_code,ahc_income_status,Savings and Investments of Adults in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,433258.3333333333,1996-97 - 1998-99,476620.0,91.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,15006.666666666666,1996-97 - 1998-99,607203.3333333333,2.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,515066.3333333333,1996-97 - 1998-99,607203.3333333333,85.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,1357.0,1996-97 - 1998-99,123009.0,1.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,101917.0,1996-97 - 1998-99,123009.0,83.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,106719.33333333333,1997-98 - 1999-00,573754.0,19.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,31311.0,1997-98 - 1999-00,573754.0,5.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,413794.6666666667,1997-98 - 1999-00,1097845.3333333335,38.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,100297.66666666667,1997-98 - 1999-00,1097845.3333333335,9.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,22337.666666666668,1997-98 - 1999-00,181791.6666666667,12.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,11708.333333333334,1997-98 - 1999-00,181791.6666666667,6.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,10928.0,1997-98 - 1999-00,123373.66666666667,9.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,422.6666666666667,1997-98 - 1999-00,123373.66666666667,0.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2298.3333333333335,1997-98 - 1999-00,38370.33333333333,6.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,0.0,1997-98 - 1999-00,38370.33333333333,0.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,8147.333333333333,1997-98 - 1999-00,198050.3333333333,4.0
E12000001,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,3614.0,1997-98 - 1999-00,198050.3333333333,2.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,29713.333333333332,1997-98 - 1999-00,248725.66666666666,12.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,4697.666666666667,1997-98 - 1999-00,248725.66666666666,2.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,5524.0,1997-98 - 1999-00,57801.0,10.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,910.6666666666666,1997-98 - 1999-00,57801.0,2.0
E12000002,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,250959.0,1997-98 - 1999-00,1471245.0,17.0
E12000002,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,74052.66666666667,1997-98 - 1999-00,1471245.0,5.0
E12000002,In low income (below threshold),No savings,In low income (below threshold),population,877975.0,1997-98 - 1999-00,2580871.666666667,34.0
E12000002,In low income (below threshold),No savings,Not in low income (at or above threshold),population,271296.0,1997-98 - 1999-00,2580871.666666667,11.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,56961.666666666664,1997-98 - 1999-00,498265.0,11.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,21044.333333333332,1997-98 - 1999-00,498265.0,4.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,22182.333333333332,1997-98 - 1999-00,323272.6666666667,7.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,5160.333333333333,1997-98 - 1999-00,323272.6666666667,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,14056.333333333334,1997-98 - 1999-00,142593.0,10.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1880.3333333333333,1997-98 - 1999-00,142593.0,1.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,42639.666666666664,1997-98 - 1999-00,698780.3333333333,6.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,5227.333333333333,1997-98 - 1999-00,698780.3333333333,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,87300.0,1997-98 - 1999-00,790756.3333333334,11.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,26308.666666666668,1997-98 - 1999-00,790756.3333333334,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,19680.0,1997-98 - 1999-00,172964.6666666667,11.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,3584.3333333333335,1997-98 - 1999-00,172964.6666666667,2.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,217976.33333333334,1997-98 - 1999-00,1161269.3333333333,19.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,57305.666666666664,1997-98 - 1999-00,1161269.3333333333,5.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,647798.6666666666,1997-98 - 1999-00,1764300.6666666665,37.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,142498.33333333334,1997-98 - 1999-00,1764300.6666666665,8.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,51571.333333333336,1997-98 - 1999-00,391484.6666666667,13.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,20330.333333333332,1997-98 - 1999-00,391484.6666666667,5.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,20524.333333333332,1997-98 - 1999-00,255186.0,8.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,2522.0,1997-98 - 1999-00,255186.0,1.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,13042.666666666666,1997-98 - 1999-00,101532.0,13.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,2376.3333333333335,1997-98 - 1999-00,101532.0,2.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,25983.333333333332,1997-98 - 1999-00,459968.0,6.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,2267.0,1997-98 - 1999-00,459968.0,0.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,63892.0,1997-98 - 1999-00,606036.3333333334,11.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,17567.666666666668,1997-98 - 1999-00,606036.3333333334,3.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,14800.333333333334,1997-98 - 1999-00,137289.66666666666,11.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1642.3333333333333,1997-98 - 1999-00,137289.66666666666,1.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,8944.666666666666,1997-98 - 1999-00,573754.0,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,426779.0,1997-98 - 1999-00,573754.0,74.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,16987.0,1997-98 - 1999-00,1097845.3333333335,2.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,566766.0,1997-98 - 1999-00,1097845.3333333335,52.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,2911.6666666666665,1997-98 - 1999-00,181791.6666666667,2.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,144834.0,1997-98 - 1999-00,181791.6666666667,80.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,2859.3333333333335,1997-98 - 1999-00,123373.66666666667,2.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,109163.66666666667,1997-98 - 1999-00,123373.66666666667,88.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,621.3333333333334,1997-98 - 1999-00,38370.33333333333,2.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,35450.666666666664,1997-98 - 1999-00,38370.33333333333,92.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,3445.3333333333335,1997-98 - 1999-00,198050.3333333333,2.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,182843.66666666666,1997-98 - 1999-00,198050.3333333333,92.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,4377.0,1997-98 - 1999-00,248725.66666666666,2.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,209937.66666666666,1997-98 - 1999-00,248725.66666666666,84.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2289.0,1997-98 - 1999-00,57801.0,4.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,49077.333333333336,1997-98 - 1999-00,57801.0,85.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,22395.333333333332,1997-98 - 1999-00,1471245.0,2.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1123838.0,1997-98 - 1999-00,1471245.0,76.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,44340.0,1997-98 - 1999-00,2580871.666666667,2.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1387260.6666666667,1997-98 - 1999-00,2580871.666666667,54.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,11242.666666666666,1997-98 - 1999-00,498265.0,2.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,409016.3333333333,1997-98 - 1999-00,498265.0,82.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,5873.0,1997-98 - 1999-00,323272.6666666667,2.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,290057.0,1997-98 - 1999-00,323272.6666666667,90.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,3217.3333333333335,1997-98 - 1999-00,142593.0,2.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,123439.0,1997-98 - 1999-00,142593.0,87.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,9224.666666666666,1997-98 - 1999-00,698780.3333333333,1.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,641688.6666666666,1997-98 - 1999-00,698780.3333333333,92.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,21053.333333333332,1997-98 - 1999-00,790756.3333333334,3.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,656094.3333333334,1997-98 - 1999-00,790756.3333333334,83.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,5982.0,1997-98 - 1999-00,172964.6666666667,3.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,143718.33333333334,1997-98 - 1999-00,172964.6666666667,83.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,11269.333333333334,1997-98 - 1999-00,1161269.3333333333,1.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,874718.0,1997-98 - 1999-00,1161269.3333333333,75.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,25254.0,1997-98 - 1999-00,1764300.6666666665,1.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,948749.6666666666,1997-98 - 1999-00,1764300.6666666665,54.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,11717.0,1997-98 - 1999-00,391484.6666666667,3.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,307866.0,1997-98 - 1999-00,391484.6666666667,79.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7882.0,1997-98 - 1999-00,255186.0,3.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,224257.66666666666,1997-98 - 1999-00,255186.0,88.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2674.6666666666665,1997-98 - 1999-00,101532.0,3.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,83438.33333333333,1997-98 - 1999-00,101532.0,82.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,8520.333333333334,1997-98 - 1999-00,459968.0,2.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,423197.3333333333,1997-98 - 1999-00,459968.0,92.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,13975.0,1997-98 - 1999-00,606036.3333333334,2.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,510601.6666666667,1997-98 - 1999-00,606036.3333333334,84.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,2675.0,1997-98 - 1999-00,137289.66666666666,2.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,118172.0,1997-98 - 1999-00,137289.66666666666,86.0
E12000001,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,101615.66666666667,1998-99 - 2000-01,588347.0,17.0
E12000001,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,25195.666666666668,1998-99 - 2000-01,588347.0,4.0
E12000001,In low income (below threshold),No savings,In low income (below threshold),population,419672.6666666667,1998-99 - 2000-01,1100665.3333333335,38.0
E12000001,In low income (below threshold),No savings,Not in low income (at or above threshold),population,90192.33333333333,1998-99 - 2000-01,1100665.3333333335,8.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,16278.0,1998-99 - 2000-01,177020.33333333334,9.0
E12000001,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,12637.333333333334,1998-99 - 2000-01,177020.33333333334,7.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,10564.666666666666,1998-99 - 2000-01,121185.66666666666,9.0
E12000001,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,422.6666666666667,1998-99 - 2000-01,121185.66666666666,0.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2916.3333333333335,1998-99 - 2000-01,40107.333333333336,7.0
E12000001,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,0.0,1998-99 - 2000-01,40107.333333333336,0.0
E12000001,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,7619.666666666667,1998-99 - 2000-01,168088.0,5.0
E12000001,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,1512.0,1998-99 - 2000-01,168088.0,1.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,31109.333333333332,1998-99 - 2000-01,252667.66666666666,12.0
E12000001,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,5668.333333333333,1998-99 - 2000-01,252667.66666666666,2.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,6197.333333333333,1998-99 - 2000-01,62953.0,10.0
E12000001,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,982.3333333333334,1998-99 - 2000-01,62953.0,2.0
E12000002,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,279742.0,1998-99 - 2000-01,1520891.0,18.0
E12000002,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,86224.33333333333,1998-99 - 2000-01,1520891.0,6.0
E12000002,In low income (below threshold),No savings,In low income (below threshold),population,804770.3333333334,1998-99 - 2000-01,2411715.666666667,33.0
E12000002,In low income (below threshold),No savings,Not in low income (at or above threshold),population,252514.33333333334,1998-99 - 2000-01,2411715.666666667,10.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,52139.666666666664,1998-99 - 2000-01,477950.0,11.0
E12000002,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,19481.333333333332,1998-99 - 2000-01,477950.0,4.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,25169.666666666668,1998-99 - 2000-01,360037.6666666667,7.0
E12000002,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,6634.333333333333,1998-99 - 2000-01,360037.6666666667,2.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,15523.0,1998-99 - 2000-01,145085.66666666666,11.0
E12000002,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1310.6666666666667,1998-99 - 2000-01,145085.66666666666,1.0
E12000002,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,48039.333333333336,1998-99 - 2000-01,740127.3333333334,6.0
E12000002,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,5104.333333333333,1998-99 - 2000-01,740127.3333333334,1.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,90211.0,1998-99 - 2000-01,843416.6666666666,11.0
E12000002,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,27726.666666666668,1998-99 - 2000-01,843416.6666666666,3.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,19161.0,1998-99 - 2000-01,172103.6666666667,11.0
E12000002,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,1906.3333333333333,1998-99 - 2000-01,172103.6666666667,1.0
E12000003,In low income (below threshold),"Less than £1,500",In low income (below threshold),population,219674.33333333334,1998-99 - 2000-01,1203718.6666666665,18.0
E12000003,In low income (below threshold),"Less than £1,500",Not in low income (at or above threshold),population,59288.0,1998-99 - 2000-01,1203718.6666666665,5.0
E12000003,In low income (below threshold),No savings,In low income (below threshold),population,608694.3333333334,1998-99 - 2000-01,1726931.3333333335,35.0
E12000003,In low income (below threshold),No savings,Not in low income (at or above threshold),population,144301.66666666666,1998-99 - 2000-01,1726931.3333333335,8.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",In low income (below threshold),population,55802.333333333336,1998-99 - 2000-01,361255.3333333334,15.0
E12000003,In low income (below threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,14855.333333333334,1998-99 - 2000-01,361255.3333333334,4.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",In low income (below threshold),population,22294.333333333332,1998-99 - 2000-01,246246.66666666666,9.0
E12000003,In low income (below threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,2750.0,1998-99 - 2000-01,246246.66666666666,1.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",In low income (below threshold),population,11663.0,1998-99 - 2000-01,106205.66666666667,11.0
E12000003,In low income (below threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,1818.3333333333333,1998-99 - 2000-01,106205.66666666667,2.0
E12000003,In low income (below threshold),"£20,000 or more",In low income (below threshold),population,26593.0,1998-99 - 2000-01,491412.0,5.0
E12000003,In low income (below threshold),"£20,000 or more",Not in low income (at or above threshold),population,1205.6666666666667,1998-99 - 2000-01,491412.0,0.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",In low income (below threshold),population,59548.333333333336,1998-99 - 2000-01,602092.6666666667,10.0
E12000003,In low income (below threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,20613.666666666668,1998-99 - 2000-01,602092.6666666667,3.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",In low income (below threshold),population,11870.0,1998-99 - 2000-01,138957.66666666666,9.0
E12000003,In low income (below threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,491.3333333333333,1998-99 - 2000-01,138957.66666666666,0.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,13889.0,1998-99 - 2000-01,588347.0,2.0
E12000001,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,447646.6666666667,1998-99 - 2000-01,588347.0,76.0
E12000001,Not in low income (at or above threshold),No savings,In low income (below threshold),population,17854.0,1998-99 - 2000-01,1100665.3333333335,2.0
E12000001,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,572946.3333333334,1998-99 - 2000-01,1100665.3333333335,52.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,2708.6666666666665,1998-99 - 2000-01,177020.33333333334,2.0
E12000001,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,145396.33333333334,1998-99 - 2000-01,177020.33333333334,82.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,2839.0,1998-99 - 2000-01,121185.66666666666,2.0
E12000001,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,107359.33333333333,1998-99 - 2000-01,121185.66666666666,89.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,1538.6666666666667,1998-99 - 2000-01,40107.333333333336,4.0
E12000001,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,35652.333333333336,1998-99 - 2000-01,40107.333333333336,89.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,2564.6666666666665,1998-99 - 2000-01,168088.0,2.0
E12000001,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,156391.66666666666,1998-99 - 2000-01,168088.0,93.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,5120.333333333333,1998-99 - 2000-01,252667.66666666666,2.0
E12000001,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,210769.66666666666,1998-99 - 2000-01,252667.66666666666,83.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,1537.6666666666667,1998-99 - 2000-01,62953.0,2.0
E12000001,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,54235.666666666664,1998-99 - 2000-01,62953.0,86.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,23469.666666666668,1998-99 - 2000-01,1520891.0,2.0
E12000002,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,1131455.0,1998-99 - 2000-01,1520891.0,74.0
E12000002,Not in low income (at or above threshold),No savings,In low income (below threshold),population,36635.0,1998-99 - 2000-01,2411715.666666667,2.0
E12000002,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,1317796.0,1998-99 - 2000-01,2411715.666666667,55.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,12265.666666666666,1998-99 - 2000-01,477950.0,3.0
E12000002,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,394063.3333333333,1998-99 - 2000-01,477950.0,82.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7038.0,1998-99 - 2000-01,360037.6666666667,2.0
E12000002,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,321195.6666666667,1998-99 - 2000-01,360037.6666666667,89.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,3226.6666666666665,1998-99 - 2000-01,145085.66666666666,2.0
E12000002,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,125025.33333333333,1998-99 - 2000-01,145085.66666666666,86.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,10086.666666666666,1998-99 - 2000-01,740127.3333333334,1.0
E12000002,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,676897.0,1998-99 - 2000-01,740127.3333333334,91.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,16499.333333333332,1998-99 - 2000-01,843416.6666666666,2.0
E12000002,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,708979.6666666666,1998-99 - 2000-01,843416.6666666666,84.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,4705.0,1998-99 - 2000-01,172103.6666666667,3.0
E12000002,Not in low income (at or above threshold),"£8,000 but less than £10,000",Not in low income (at or above threshold),population,146331.33333333334,1998-99 - 2000-01,172103.6666666667,85.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",In low income (below threshold),population,12435.666666666666,1998-99 - 2000-01,1203718.6666666665,1.0
E12000003,Not in low income (at or above threshold),"Less than £1,500",Not in low income (at or above threshold),population,912320.6666666666,1998-99 - 2000-01,1203718.6666666665,76.0
E12000003,Not in low income (at or above threshold),No savings,In low income (below threshold),population,29651.666666666668,1998-99 - 2000-01,1726931.3333333335,2.0
E12000003,Not in low income (at or above threshold),No savings,Not in low income (at or above threshold),population,944283.6666666666,1998-99 - 2000-01,1726931.3333333335,55.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",In low income (below threshold),population,9257.666666666666,1998-99 - 2000-01,361255.3333333334,3.0
E12000003,Not in low income (at or above threshold),"£1,500 but less than £3,000",Not in low income (at or above threshold),population,281340.0,1998-99 - 2000-01,361255.3333333334,78.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",In low income (below threshold),population,7248.666666666667,1998-99 - 2000-01,246246.66666666666,3.0
E12000003,Not in low income (at or above threshold),"£10,000 but less than £16,000",Not in low income (at or above threshold),population,213953.66666666666,1998-99 - 2000-01,246246.66666666666,87.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",In low income (below threshold),population,2856.3333333333335,1998-99 - 2000-01,106205.66666666667,3.0
E12000003,Not in low income (at or above threshold),"£16,000 but less than £20,000",Not in low income (at or above threshold),population,89868.0,1998-99 - 2000-01,106205.66666666667,85.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",In low income (below threshold),population,10890.666666666666,1998-99 - 2000-01,491412.0,2.0
E12000003,Not in low income (at or above threshold),"£20,000 or more",Not in low income (at or above threshold),population,452722.6666666667,1998-99 - 2000-01,491412.0,92.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",In low income (below threshold),population,13934.0,1998-99 - 2000-01,602092.6666666667,2.0
E12000003,Not in low income (at or above threshold),"£3,000 but less than £8,000",Not in low income (at or above threshold),population,507996.6666666667,1998-99 - 2000-01,602092.6666666667,84.0
E12000003,Not in low income (at or above threshold),"£8,000 but less than £10,000",In low income (below threshold),population,3291.0,1998-99 - 2000-01,138957.66666666666,2.0
