Financial Year,Location in the United Kingdom of the Household of the Individual (please calculate three-year averages - click on i for the correct method),Type of Individual by Age Category,Number of Children in the Family of the Individual,Age of the Youngest Child in the Family of the Individual,Tenure Type of the Household of the Individual,Savings and Investments of Adults in the Family of the Individual,Ethnic Group of the Head of the Household (please calculate three-year averages - click on i for the correct method),not_in_low_income_at_or_above_threshold_,in_low_income_below_threshold_
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£16,000 but less than £20,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£20,000 or more",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£3,000 but less than £8,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,All rented privately,"£8,000 but less than £10,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"Less than £1,500",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,No savings,White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£1,500 but less than £3,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£10,000 but less than £16,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£16,000 but less than £20,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£20,000 or more",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£3,000 but less than £8,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Owned outright/buying with mortgage,"£8,000 but less than £10,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"Less than £1,500",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,No savings,White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£1,500 but less than £3,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£10,000 but less than £16,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£16,000 but less than £20,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£20,000 or more",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£3,000 but less than £8,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,11 to 15,Social rented sector tenants,"£8,000 but less than £10,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"Less than £1,500",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,No savings,White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£1,500 but less than £3,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£10,000 but less than £16,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£16,000 but less than £20,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£20,000 or more",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£3,000 but less than £8,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,All rented privately,"£8,000 but less than £10,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"Less than £1,500",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,No savings,White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£1,500 but less than £3,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Asian/ Asian British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Black/ African/ Caribbean/ Black British,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Mixed/ Multiple Ethnic Groups,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Not declared (from 2020/21 onwards),0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",Other Ethnic Group,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£10,000 but less than £16,000",White,0.0,0.0
2011-12,North East (E12000001),Pensioner,Three or more children,16 to 19,Owned outright/buying with mortgage,"£16,000 but less than £20,000",Asian/ Asian British,0.0,0.0
