geography_code,ahc_income_status,Ethnic Group of the Head of the Household,bhc_income_status,variable_name,value,date,population,percent
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,229677.33333333334,2000-01 - 2002-03,4636274.333333334,5.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,1662.0,2000-01 - 2002-03,29368.333333333336,6.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,14249.333333333334,2000-01 - 2002-03,29368.333333333336,49.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,2000-01 - 2002-03,6692.333333333333,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,5142.0,2000-01 - 2002-03,6692.333333333333,77.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,2000-01 - 2002-03,7432.0,0.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,5662.333333333333,2000-01 - 2002-03,7432.0,76.0
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,684.0,2000-01 - 2002-03,7550.666666666666,9.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4404.0,2000-01 - 2002-03,7550.666666666666,58.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,48576.0,2000-01 - 2002-03,2447648.0,2.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1770601.0,2000-01 - 2002-03,2447648.0,72.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,0.0,2000-01 - 2002-03,233686.0,0.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,98553.66666666667,2000-01 - 2002-03,233686.0,42.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,913.0,2000-01 - 2002-03,63254.33333333333,1.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,43458.666666666664,2000-01 - 2002-03,63254.33333333333,69.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1936.6666666666667,2000-01 - 2002-03,26460.333333333336,7.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,18590.0,2000-01 - 2002-03,26460.333333333336,70.0
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,526.6666666666666,2000-01 - 2002-03,42846.0,1.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,21834.0,2000-01 - 2002-03,42846.0,51.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,109197.33333333333,2000-01 - 2002-03,6297117.333333333,2.0
E12000002,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,4775804.333333333,2000-01 - 2002-03,6297117.333333333,76.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,6447.333333333333,2000-01 - 2002-03,162751.3333333333,4.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,58651.666666666664,2000-01 - 2002-03,162751.3333333333,36.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,2000-01 - 2002-03,45743.33333333333,0.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,29578.333333333332,2000-01 - 2002-03,45743.33333333333,65.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,2000-01 - 2002-03,16741.333333333332,0.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,11911.666666666666,2000-01 - 2002-03,16741.333333333332,71.0
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2000-01 - 2002-03,0.0,
E12000003,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,2000-01 - 2002-03,31749.333333333336,0.0
E12000003,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,19847.666666666668,2000-01 - 2002-03,31749.333333333336,63.0
E12000003,Not in low income (at or above threshold),White,In low income (below threshold),population,82277.33333333333,2000-01 - 2002-03,4636274.333333334,2.0
E12000003,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,3528318.3333333335,2000-01 - 2002-03,4636274.333333334,76.0
E12000001,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,17350.0,2001-02 - 2003-04,34778.0,50.0
E12000001,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,304.3333333333333,2001-02 - 2003-04,34778.0,1.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,2947.6666666666665,2001-02 - 2003-04,6080.333333333333,48.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,6080.333333333333,0.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1769.6666666666667,2001-02 - 2003-04,8923.333333333334,20.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,8923.333333333334,0.0
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000001,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,2842.3333333333335,2001-02 - 2003-04,8662.666666666668,33.0
E12000001,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,8662.666666666668,0.0
E12000001,In low income (below threshold),White,In low income (below threshold),population,463228.3333333333,2001-02 - 2003-04,2437599.333333333,19.0
E12000001,In low income (below threshold),White,Not in low income (at or above threshold),population,109974.33333333333,2001-02 - 2003-04,2437599.333333333,5.0
E12000002,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,118157.66666666667,2001-02 - 2003-04,227912.0,52.0
E12000002,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,7392.666666666667,2001-02 - 2003-04,227912.0,3.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,16952.0,2001-02 - 2003-04,55416.0,31.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,3682.6666666666665,2001-02 - 2003-04,55416.0,7.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,9952.666666666666,2001-02 - 2003-04,41310.33333333333,24.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,1495.0,2001-02 - 2003-04,41310.33333333333,4.0
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000002,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,13531.333333333334,2001-02 - 2003-04,36765.0,37.0
E12000002,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,5717.666666666667,2001-02 - 2003-04,36765.0,16.0
E12000002,In low income (below threshold),White,In low income (below threshold),population,1036217.6666666666,2001-02 - 2003-04,6311205.666666666,16.0
E12000002,In low income (below threshold),White,Not in low income (at or above threshold),population,325686.0,2001-02 - 2003-04,6311205.666666666,5.0
E12000003,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,85727.33333333333,2001-02 - 2003-04,181677.66666666666,47.0
E12000003,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,7755.666666666667,2001-02 - 2003-04,181677.66666666666,4.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,12916.333333333334,2001-02 - 2003-04,43321.33333333333,30.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,7254.333333333333,2001-02 - 2003-04,43321.33333333333,17.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,3453.0,2001-02 - 2003-04,19905.333333333332,17.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,2984.6666666666665,2001-02 - 2003-04,19905.333333333332,15.0
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000003,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,14254.0,2001-02 - 2003-04,29180.666666666664,49.0
E12000003,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,2236.6666666666665,2001-02 - 2003-04,29180.666666666664,8.0
E12000003,In low income (below threshold),White,In low income (below threshold),population,776451.0,2001-02 - 2003-04,4638836.333333333,17.0
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,240073.66666666666,2001-02 - 2003-04,4638836.333333333,5.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,0.0,2001-02 - 2003-04,34778.0,0.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,17123.666666666668,2001-02 - 2003-04,34778.0,49.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,2001-02 - 2003-04,6080.333333333333,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,3132.6666666666665,2001-02 - 2003-04,6080.333333333333,52.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,0.0,2001-02 - 2003-04,8923.333333333334,0.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,7153.666666666667,2001-02 - 2003-04,8923.333333333334,80.0
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,1369.3333333333333,2001-02 - 2003-04,8662.666666666668,16.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,4451.0,2001-02 - 2003-04,8662.666666666668,51.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,55546.333333333336,2001-02 - 2003-04,2437599.333333333,2.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1808850.3333333333,2001-02 - 2003-04,2437599.333333333,74.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,0.0,2001-02 - 2003-04,227912.0,0.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,102361.66666666667,2001-02 - 2003-04,227912.0,45.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,913.0,2001-02 - 2003-04,55416.0,2.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,33868.333333333336,2001-02 - 2003-04,55416.0,61.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1936.6666666666667,2001-02 - 2003-04,41310.33333333333,5.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,27926.0,2001-02 - 2003-04,41310.33333333333,68.0
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,526.6666666666666,2001-02 - 2003-04,36765.0,1.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,16989.333333333332,2001-02 - 2003-04,36765.0,46.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,118505.66666666667,2001-02 - 2003-04,6311205.666666666,2.0
E12000002,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,4830796.333333333,2001-02 - 2003-04,6311205.666666666,77.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,10765.333333333334,2001-02 - 2003-04,181677.66666666666,6.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,77429.33333333333,2001-02 - 2003-04,181677.66666666666,43.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,758.6666666666666,2001-02 - 2003-04,43321.33333333333,2.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,22392.0,2001-02 - 2003-04,43321.33333333333,52.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,217.0,2001-02 - 2003-04,19905.333333333332,1.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,13250.666666666666,2001-02 - 2003-04,19905.333333333332,67.0
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2001-02 - 2003-04,0.0,
E12000003,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,2001-02 - 2003-04,29180.666666666664,0.0
E12000003,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,12690.0,2001-02 - 2003-04,29180.666666666664,43.0
E12000003,Not in low income (at or above threshold),White,In low income (below threshold),population,78328.0,2001-02 - 2003-04,4638836.333333333,2.0
E12000003,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,3543983.6666666665,2001-02 - 2003-04,4638836.333333333,76.0
E12000001,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,20095.666666666668,2002-03 - 2004-05,40293.66666666667,50.0
E12000001,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,40293.66666666667,0.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,2523.3333333333335,2002-03 - 2004-05,4216.0,60.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,4216.0,0.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,2894.6666666666665,2002-03 - 2004-05,6754.666666666666,43.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,6754.666666666666,0.0
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000001,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,1733.6666666666667,2002-03 - 2004-05,5993.333333333334,29.0
E12000001,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,5993.333333333334,0.0
E12000001,In low income (below threshold),White,In low income (below threshold),population,464882.0,2002-03 - 2004-05,2437318.666666667,19.0
E12000001,In low income (below threshold),White,Not in low income (at or above threshold),population,100602.33333333333,2002-03 - 2004-05,2437318.666666667,4.0
E12000002,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,92771.66666666667,2002-03 - 2004-05,199417.3333333333,47.0
E12000002,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,6599.666666666667,2002-03 - 2004-05,199417.3333333333,3.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,15852.333333333334,2002-03 - 2004-05,46839.0,34.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,4528.666666666667,2002-03 - 2004-05,46839.0,10.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,8288.0,2002-03 - 2004-05,40726.0,20.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,3454.0,2002-03 - 2004-05,40726.0,8.0
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000002,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000002,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,14470.333333333334,2002-03 - 2004-05,44082.333333333336,33.0
E12000002,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,3790.0,2002-03 - 2004-05,44082.333333333336,9.0
E12000002,In low income (below threshold),White,In low income (below threshold),population,995952.0,2002-03 - 2004-05,6360278.666666667,16.0
E12000002,In low income (below threshold),White,Not in low income (at or above threshold),population,311316.6666666667,2002-03 - 2004-05,6360278.666666667,5.0
E12000003,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,95503.66666666667,2002-03 - 2004-05,216644.33333333334,44.0
E12000003,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,8627.333333333334,2002-03 - 2004-05,216644.33333333334,4.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,13425.333333333334,2002-03 - 2004-05,40916.666666666664,33.0
E12000003,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,5631.333333333333,2002-03 - 2004-05,40916.666666666664,14.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,3766.6666666666665,2002-03 - 2004-05,18865.333333333332,20.0
E12000003,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,3486.6666666666665,2002-03 - 2004-05,18865.333333333332,18.0
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000003,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000003,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,15389.0,2002-03 - 2004-05,30822.666666666664,50.0
E12000003,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,2236.6666666666665,2002-03 - 2004-05,30822.666666666664,7.0
E12000003,In low income (below threshold),White,In low income (below threshold),population,709534.3333333334,2002-03 - 2004-05,4631952.666666667,15.0
E12000003,In low income (below threshold),White,Not in low income (at or above threshold),population,220622.33333333334,2002-03 - 2004-05,4631952.666666667,5.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,0.0,2002-03 - 2004-05,40293.66666666667,0.0
E12000001,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,20198.0,2002-03 - 2004-05,40293.66666666667,50.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,2002-03 - 2004-05,4216.0,0.0
E12000001,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,1692.6666666666667,2002-03 - 2004-05,4216.0,40.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,266.0,2002-03 - 2004-05,6754.666666666666,4.0
E12000001,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,3594.0,2002-03 - 2004-05,6754.666666666666,53.0
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000001,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000001,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,685.3333333333334,2002-03 - 2004-05,5993.333333333334,11.0
E12000001,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,3574.3333333333335,2002-03 - 2004-05,5993.333333333334,60.0
E12000001,Not in low income (at or above threshold),White,In low income (below threshold),population,50740.666666666664,2002-03 - 2004-05,2437318.666666667,2.0
E12000001,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,1821093.6666666667,2002-03 - 2004-05,2437318.666666667,75.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,2070.6666666666665,2002-03 - 2004-05,199417.3333333333,1.0
E12000002,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,97975.33333333333,2002-03 - 2004-05,199417.3333333333,49.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,0.0,2002-03 - 2004-05,46839.0,0.0
E12000002,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,26458.0,2002-03 - 2004-05,46839.0,56.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1936.6666666666667,2002-03 - 2004-05,40726.0,5.0
E12000002,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,27047.333333333332,2002-03 - 2004-05,40726.0,66.0
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000002,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000002,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,2002-03 - 2004-05,44082.333333333336,0.0
E12000002,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,25822.0,2002-03 - 2004-05,44082.333333333336,59.0
E12000002,Not in low income (at or above threshold),White,In low income (below threshold),population,123545.0,2002-03 - 2004-05,6360278.666666667,2.0
E12000002,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,4929465.0,2002-03 - 2004-05,6360278.666666667,78.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,In low income (below threshold),population,8925.333333333334,2002-03 - 2004-05,216644.33333333334,4.0
E12000003,Not in low income (at or above threshold),Asian/ Asian British,Not in low income (at or above threshold),population,103588.0,2002-03 - 2004-05,216644.33333333334,48.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,758.6666666666666,2002-03 - 2004-05,40916.666666666664,2.0
E12000003,Not in low income (at or above threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,21101.333333333332,2002-03 - 2004-05,40916.666666666664,52.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1729.0,2002-03 - 2004-05,18865.333333333332,9.0
E12000003,Not in low income (at or above threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,9883.0,2002-03 - 2004-05,18865.333333333332,52.0
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000003,Not in low income (at or above threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2002-03 - 2004-05,0.0,
E12000003,Not in low income (at or above threshold),Other Ethnic Group,In low income (below threshold),population,0.0,2002-03 - 2004-05,30822.666666666664,0.0
E12000003,Not in low income (at or above threshold),Other Ethnic Group,Not in low income (at or above threshold),population,13197.0,2002-03 - 2004-05,30822.666666666664,43.0
E12000003,Not in low income (at or above threshold),White,In low income (below threshold),population,80106.0,2002-03 - 2004-05,4631952.666666667,2.0
E12000003,Not in low income (at or above threshold),White,Not in low income (at or above threshold),population,3621690.0,2002-03 - 2004-05,4631952.666666667,78.0
E12000001,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,16890.666666666668,2003-04 - 2005-06,38155.66666666667,44.0
E12000001,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,0.0,2003-04 - 2005-06,38155.66666666667,0.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,2850.3333333333335,2003-04 - 2005-06,5102.333333333334,56.0
E12000001,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,0.0,2003-04 - 2005-06,5102.333333333334,0.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,1125.0,2003-04 - 2005-06,7984.666666666667,14.0
E12000001,In low income (below threshold),Mixed/ Multiple Ethnic Groups,Not in low income (at or above threshold),population,0.0,2003-04 - 2005-06,7984.666666666667,0.0
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),In low income (below threshold),population,0.0,2003-04 - 2005-06,0.0,
E12000001,In low income (below threshold),Not declared (from 2020/21 onwards),Not in low income (at or above threshold),population,0.0,2003-04 - 2005-06,0.0,
E12000001,In low income (below threshold),Other Ethnic Group,In low income (below threshold),population,3727.6666666666665,2003-04 - 2005-06,6296.666666666666,59.0
E12000001,In low income (below threshold),Other Ethnic Group,Not in low income (at or above threshold),population,0.0,2003-04 - 2005-06,6296.666666666666,0.0
E12000001,In low income (below threshold),White,In low income (below threshold),population,435052.6666666667,2003-04 - 2005-06,2438965.6666666665,18.0
E12000001,In low income (below threshold),White,Not in low income (at or above threshold),population,104161.33333333333,2003-04 - 2005-06,2438965.6666666665,4.0
E12000002,In low income (below threshold),Asian/ Asian British,In low income (below threshold),population,90319.0,2003-04 - 2005-06,202783.3333333333,45.0
E12000002,In low income (below threshold),Asian/ Asian British,Not in low income (at or above threshold),population,7534.333333333333,2003-04 - 2005-06,202783.3333333333,4.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,In low income (below threshold),population,23825.666666666668,2003-04 - 2005-06,48862.0,49.0
E12000002,In low income (below threshold),Black/ African/ Caribbean/ Black British,Not in low income (at or above threshold),population,3965.0,2003-04 - 2005-06,48862.0,8.0
E12000002,In low income (below threshold),Mixed/ Multiple Ethnic Groups,In low income (below threshold),population,11004.0,2003-04 - 2005-06,44620.33333333333,25.0
