geography_code,ahc_income_status,Age of the Youngest Child in the Family of the Individual,bhc_income_status,variable_name,value,date,population,percent
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,62553.666666666664,1999-00 - 2001-02,974746.3333333333,6.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,554572.0,1999-00 - 2001-02,3654294.3333333335,15.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,179527.0,1999-00 - 2001-02,3654294.3333333335,5.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,274266.3333333333,1999-00 - 2001-02,871679.6666666667,31.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,43057.0,1999-00 - 2001-02,871679.6666666667,5.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,81466.0,1999-00 - 2001-02,480343.0,17.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,18656.333333333332,1999-00 - 2001-02,480343.0,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,23140.666666666668,1999-00 - 2001-02,136236.0,17.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,3887.6666666666665,1999-00 - 2001-02,136236.0,3.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,162241.66666666666,1999-00 - 2001-02,707729.3333333334,23.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,39236.333333333336,1999-00 - 2001-02,707729.3333333334,6.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,429699.6666666667,1999-00 - 2001-02,2685814.3333333335,16.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,139860.66666666666,1999-00 - 2001-02,2685814.3333333335,5.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,2022.6666666666667,1999-00 - 2001-02,429995.3333333334,0.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,269220.6666666667,1999-00 - 2001-02,429995.3333333334,63.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,1530.0,1999-00 - 2001-02,246325.66666666666,1.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,167008.0,1999-00 - 2001-02,246325.66666666666,68.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1191.0,1999-00 - 2001-02,66952.0,2.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,50533.0,1999-00 - 2001-02,66952.0,75.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,2620.6666666666665,1999-00 - 2001-02,361633.3333333334,1.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,267843.6666666667,1999-00 - 2001-02,361633.3333333334,74.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,47282.666666666664,1999-00 - 2001-02,1398860.0,3.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1024422.3333333334,1999-00 - 2001-02,1398860.0,73.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,7145.666666666667,1999-00 - 2001-02,1214722.0,1.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,735394.3333333334,1999-00 - 2001-02,1214722.0,61.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,3840.0,1999-00 - 2001-02,637485.3333333334,1.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,475403.6666666667,1999-00 - 2001-02,637485.3333333334,75.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1141.6666666666667,1999-00 - 2001-02,182482.66666666666,1.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,144824.66666666666,1999-00 - 2001-02,182482.66666666666,79.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,3970.0,1999-00 - 2001-02,974746.3333333333,0.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,713958.6666666666,1999-00 - 2001-02,974746.3333333333,73.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,97673.33333333333,1999-00 - 2001-02,3654294.3333333335,3.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2822522.0,1999-00 - 2001-02,3654294.3333333335,77.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,11238.0,1999-00 - 2001-02,871679.6666666667,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,543118.3333333334,1999-00 - 2001-02,871679.6666666667,62.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,3646.6666666666665,1999-00 - 2001-02,480343.0,1.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,376574.0,1999-00 - 2001-02,480343.0,78.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,622.0,1999-00 - 2001-02,136236.0,0.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,108585.66666666667,1999-00 - 2001-02,136236.0,80.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,4051.6666666666665,1999-00 - 2001-02,707729.3333333334,1.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,502199.6666666667,1999-00 - 2001-02,707729.3333333334,71.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,69396.0,1999-00 - 2001-02,2685814.3333333335,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2046858.0,1999-00 - 2001-02,2685814.3333333335,76.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,131745.33333333334,2000-01 - 2002-03,438824.6666666667,30.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,20611.666666666668,2000-01 - 2002-03,438824.6666666667,5.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,63043.666666666664,2000-01 - 2002-03,240867.66666666666,26.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,7209.0,2000-01 - 2002-03,240867.66666666666,3.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,10368.666666666666,2000-01 - 2002-03,66602.0,16.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,2253.6666666666665,2000-01 - 2002-03,66602.0,3.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,87990.0,2000-01 - 2002-03,343482.6666666667,26.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,15978.0,2000-01 - 2002-03,343482.6666666667,5.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,233497.66666666666,2000-01 - 2002-03,1408914.3333333333,17.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,75013.0,2000-01 - 2002-03,1408914.3333333333,5.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,346708.0,2000-01 - 2002-03,1163952.3333333333,30.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,98372.0,2000-01 - 2002-03,1163952.3333333333,8.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,115605.33333333333,2000-01 - 2002-03,622493.6666666666,19.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,35865.0,2000-01 - 2002-03,622493.6666666666,6.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,24577.333333333332,2000-01 - 2002-03,179839.0,14.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,10176.666666666666,2000-01 - 2002-03,179839.0,6.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,186165.33333333334,2000-01 - 2002-03,1006417.3333333333,18.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,66541.66666666667,2000-01 - 2002-03,1006417.3333333333,7.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,552859.0,2000-01 - 2002-03,3690661.6666666665,15.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,155679.33333333334,2000-01 - 2002-03,3690661.6666666665,4.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,244616.0,2000-01 - 2002-03,870403.6666666667,28.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,48954.666666666664,2000-01 - 2002-03,870403.6666666667,6.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,75952.66666666667,2000-01 - 2002-03,468122.0,16.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,13423.666666666666,2000-01 - 2002-03,468122.0,3.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,22041.333333333332,2000-01 - 2002-03,139104.0,16.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,5489.0,2000-01 - 2002-03,139104.0,4.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,163290.66666666666,2000-01 - 2002-03,710477.0,23.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,35427.0,2000-01 - 2002-03,710477.0,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,408590.3333333333,2000-01 - 2002-03,2705153.0,15.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,138442.0,2000-01 - 2002-03,2705153.0,5.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,2914.6666666666665,2000-01 - 2002-03,438824.6666666667,1.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,283553.0,2000-01 - 2002-03,438824.6666666667,65.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,1530.0,2000-01 - 2002-03,240867.66666666666,1.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,169085.0,2000-01 - 2002-03,240867.66666666666,70.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1191.0,2000-01 - 2002-03,66602.0,2.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,52788.666666666664,2000-01 - 2002-03,66602.0,79.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,2620.6666666666665,2000-01 - 2002-03,343482.6666666667,1.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,236894.0,2000-01 - 2002-03,343482.6666666667,69.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,42665.666666666664,2000-01 - 2002-03,1408914.3333333333,3.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1057738.0,2000-01 - 2002-03,1408914.3333333333,75.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,3449.6666666666665,2000-01 - 2002-03,1163952.3333333333,0.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,715422.6666666666,2000-01 - 2002-03,1163952.3333333333,61.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,3288.0,2000-01 - 2002-03,622493.6666666666,1.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,467735.3333333333,2000-01 - 2002-03,622493.6666666666,75.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1141.6666666666667,2000-01 - 2002-03,179839.0,1.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,143943.33333333334,2000-01 - 2002-03,179839.0,80.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,5972.666666666667,2000-01 - 2002-03,1006417.3333333333,1.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,747737.6666666666,2000-01 - 2002-03,1006417.3333333333,74.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,98721.66666666667,2000-01 - 2002-03,3690661.6666666665,3.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2883401.6666666665,2000-01 - 2002-03,3690661.6666666665,78.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,9030.0,2000-01 - 2002-03,870403.6666666667,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,567803.0,2000-01 - 2002-03,870403.6666666667,65.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,2093.3333333333335,2000-01 - 2002-03,468122.0,0.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,376652.3333333333,2000-01 - 2002-03,468122.0,80.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,2000-01 - 2002-03,139104.0,0.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,111573.66666666667,2000-01 - 2002-03,139104.0,80.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,1260.0,2000-01 - 2002-03,710477.0,0.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,510499.3333333333,2000-01 - 2002-03,710477.0,72.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,76341.33333333333,2000-01 - 2002-03,2705153.0,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2081779.3333333333,2000-01 - 2002-03,2705153.0,77.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,124215.33333333333,2001-02 - 2003-04,417465.6666666666,30.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,18947.666666666668,2001-02 - 2003-04,417465.6666666666,5.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,56306.333333333336,2001-02 - 2003-04,248873.6666666667,23.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,7098.666666666667,2001-02 - 2003-04,248873.6666666667,3.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,6057.333333333333,2001-02 - 2003-04,59972.666666666664,10.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,1405.6666666666667,2001-02 - 2003-04,59972.666666666664,2.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,87424.33333333333,2001-02 - 2003-04,352369.0,25.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,16708.333333333332,2001-02 - 2003-04,352369.0,5.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,214134.66666666666,2001-02 - 2003-04,1417362.6666666665,15.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,66118.33333333333,2001-02 - 2003-04,1417362.6666666665,5.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,330211.0,2001-02 - 2003-04,1167882.3333333333,28.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,87580.33333333333,2001-02 - 2003-04,1167882.3333333333,7.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,124924.66666666667,2001-02 - 2003-04,615629.3333333334,20.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,30275.0,2001-02 - 2003-04,615629.3333333334,5.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,24481.666666666668,2001-02 - 2003-04,175774.0,14.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,10534.666666666666,2001-02 - 2003-04,175774.0,6.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,194793.33333333334,2001-02 - 2003-04,997104.3333333333,20.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,66668.33333333333,2001-02 - 2003-04,997104.3333333333,7.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,520400.6666666667,2001-02 - 2003-04,3716219.0,14.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,148915.66666666666,2001-02 - 2003-04,3716219.0,4.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,225609.33333333334,2001-02 - 2003-04,873393.0,26.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,56775.333333333336,2001-02 - 2003-04,873393.0,7.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,83786.33333333333,2001-02 - 2003-04,460346.0,18.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,16294.666666666666,2001-02 - 2003-04,460346.0,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,23905.666666666668,2001-02 - 2003-04,157358.0,15.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,8487.0,2001-02 - 2003-04,157358.0,5.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,160185.33333333334,2001-02 - 2003-04,694410.3333333333,23.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,40102.0,2001-02 - 2003-04,694410.3333333333,6.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,399315.0,2001-02 - 2003-04,2727414.0,15.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,138646.0,2001-02 - 2003-04,2727414.0,5.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,6763.333333333333,2001-02 - 2003-04,417465.6666666666,2.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,267539.3333333333,2001-02 - 2003-04,417465.6666666666,64.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,580.6666666666666,2001-02 - 2003-04,248873.6666666667,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,184888.0,2001-02 - 2003-04,248873.6666666667,74.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,572.0,2001-02 - 2003-04,59972.666666666664,1.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,51937.666666666664,2001-02 - 2003-04,59972.666666666664,87.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,2915.3333333333335,2001-02 - 2003-04,352369.0,1.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,245321.0,2001-02 - 2003-04,352369.0,70.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,46084.333333333336,2001-02 - 2003-04,1417362.6666666665,3.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1091025.3333333333,2001-02 - 2003-04,1417362.6666666665,77.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,3587.3333333333335,2001-02 - 2003-04,1167882.3333333333,0.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,746503.6666666666,2001-02 - 2003-04,1167882.3333333333,64.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,2730.6666666666665,2001-02 - 2003-04,615629.3333333334,0.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,457699.0,2001-02 - 2003-04,615629.3333333334,74.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,1702.3333333333333,2001-02 - 2003-04,175774.0,1.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,139055.33333333334,2001-02 - 2003-04,175774.0,79.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,7807.0,2001-02 - 2003-04,997104.3333333333,1.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,727835.6666666666,2001-02 - 2003-04,997104.3333333333,73.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,106054.66666666667,2001-02 - 2003-04,3716219.0,3.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2940848.0,2001-02 - 2003-04,3716219.0,79.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,12397.666666666666,2001-02 - 2003-04,873393.0,1.0
E12000003,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,578610.6666666666,2001-02 - 2003-04,873393.0,66.0
E12000003,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,1482.6666666666667,2001-02 - 2003-04,460346.0,0.0
E12000003,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,358782.3333333333,2001-02 - 2003-04,460346.0,78.0
E12000003,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,2001-02 - 2003-04,157358.0,0.0
E12000003,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,124965.33333333333,2001-02 - 2003-04,157358.0,79.0
E12000003,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,3840.6666666666665,2001-02 - 2003-04,694410.3333333333,1.0
E12000003,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,490282.3333333333,2001-02 - 2003-04,694410.3333333333,71.0
E12000003,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,72348.0,2001-02 - 2003-04,2727414.0,3.0
E12000003,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2117105.0,2001-02 - 2003-04,2727414.0,78.0
E12000001,In low income (below threshold),0 to 4,In low income (below threshold),population,133106.33333333334,2002-03 - 2004-05,423467.3333333333,31.0
E12000001,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,15959.0,2002-03 - 2004-05,423467.3333333333,4.0
E12000001,In low income (below threshold),11 to 15,In low income (below threshold),population,54310.0,2002-03 - 2004-05,241295.66666666666,23.0
E12000001,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,10174.666666666666,2002-03 - 2004-05,241295.66666666666,4.0
E12000001,In low income (below threshold),16 to 19,In low income (below threshold),population,7944.666666666667,2002-03 - 2004-05,61651.333333333336,13.0
E12000001,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,500.6666666666667,2002-03 - 2004-05,61651.333333333336,1.0
E12000001,In low income (below threshold),5 to 10,In low income (below threshold),population,91433.0,2002-03 - 2004-05,339196.0,27.0
E12000001,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,14767.0,2002-03 - 2004-05,339196.0,4.0
E12000001,In low income (below threshold),No children in the family,In low income (below threshold),population,205335.33333333334,2002-03 - 2004-05,1428966.0,14.0
E12000001,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,59201.0,2002-03 - 2004-05,1428966.0,4.0
E12000002,In low income (below threshold),0 to 4,In low income (below threshold),population,281802.3333333333,2002-03 - 2004-05,1139289.3333333335,25.0
E12000002,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,78925.66666666667,2002-03 - 2004-05,1139289.3333333335,7.0
E12000002,In low income (below threshold),11 to 15,In low income (below threshold),population,128290.66666666667,2002-03 - 2004-05,619521.0,21.0
E12000002,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,30858.0,2002-03 - 2004-05,619521.0,5.0
E12000002,In low income (below threshold),16 to 19,In low income (below threshold),population,24245.0,2002-03 - 2004-05,180518.0,13.0
E12000002,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,10385.333333333334,2002-03 - 2004-05,180518.0,6.0
E12000002,In low income (below threshold),5 to 10,In low income (below threshold),population,196771.33333333334,2002-03 - 2004-05,1008138.0,20.0
E12000002,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,55573.333333333336,2002-03 - 2004-05,1008138.0,6.0
E12000002,In low income (below threshold),No children in the family,In low income (below threshold),population,496225.0,2002-03 - 2004-05,3743877.0,13.0
E12000002,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,153946.66666666666,2002-03 - 2004-05,3743877.0,4.0
E12000003,In low income (below threshold),0 to 4,In low income (below threshold),population,212004.66666666666,2002-03 - 2004-05,877661.6666666666,24.0
E12000003,In low income (below threshold),0 to 4,Not in low income (at or above threshold),population,51908.0,2002-03 - 2004-05,877661.6666666666,6.0
E12000003,In low income (below threshold),11 to 15,In low income (below threshold),population,94405.33333333333,2002-03 - 2004-05,460343.3333333334,21.0
E12000003,In low income (below threshold),11 to 15,Not in low income (at or above threshold),population,20023.666666666668,2002-03 - 2004-05,460343.3333333334,4.0
E12000003,In low income (below threshold),16 to 19,In low income (below threshold),population,13878.0,2002-03 - 2004-05,134010.66666666666,10.0
E12000003,In low income (below threshold),16 to 19,Not in low income (at or above threshold),population,7953.333333333333,2002-03 - 2004-05,134010.66666666666,6.0
E12000003,In low income (below threshold),5 to 10,In low income (below threshold),population,150729.0,2002-03 - 2004-05,703525.6666666667,21.0
E12000003,In low income (below threshold),5 to 10,Not in low income (at or above threshold),population,38351.333333333336,2002-03 - 2004-05,703525.6666666667,5.0
E12000003,In low income (below threshold),No children in the family,In low income (below threshold),population,366602.0,2002-03 - 2004-05,2763660.333333333,13.0
E12000003,In low income (below threshold),No children in the family,Not in low income (at or above threshold),population,122368.0,2002-03 - 2004-05,2763660.333333333,4.0
E12000001,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,4740.666666666667,2002-03 - 2004-05,423467.3333333333,1.0
E12000001,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,269661.3333333333,2002-03 - 2004-05,423467.3333333333,64.0
E12000001,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,0.0,2002-03 - 2004-05,241295.66666666666,0.0
E12000001,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,176811.0,2002-03 - 2004-05,241295.66666666666,73.0
E12000001,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,0.0,2002-03 - 2004-05,61651.333333333336,0.0
E12000001,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,53206.0,2002-03 - 2004-05,61651.333333333336,86.0
E12000001,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,3039.3333333333335,2002-03 - 2004-05,339196.0,1.0
E12000001,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,229956.66666666666,2002-03 - 2004-05,339196.0,68.0
E12000001,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,43912.0,2002-03 - 2004-05,1428966.0,3.0
E12000001,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,1120517.6666666667,2002-03 - 2004-05,1428966.0,78.0
E12000002,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,5182.0,2002-03 - 2004-05,1139289.3333333335,0.0
E12000002,Not in low income (at or above threshold),0 to 4,Not in low income (at or above threshold),population,773379.3333333334,2002-03 - 2004-05,1139289.3333333335,68.0
E12000002,Not in low income (at or above threshold),11 to 15,In low income (below threshold),population,2419.3333333333335,2002-03 - 2004-05,619521.0,0.0
E12000002,Not in low income (at or above threshold),11 to 15,Not in low income (at or above threshold),population,457953.0,2002-03 - 2004-05,619521.0,74.0
E12000002,Not in low income (at or above threshold),16 to 19,In low income (below threshold),population,560.6666666666666,2002-03 - 2004-05,180518.0,0.0
E12000002,Not in low income (at or above threshold),16 to 19,Not in low income (at or above threshold),population,145327.0,2002-03 - 2004-05,180518.0,81.0
E12000002,Not in low income (at or above threshold),5 to 10,In low income (below threshold),population,7913.0,2002-03 - 2004-05,1008138.0,1.0
E12000002,Not in low income (at or above threshold),5 to 10,Not in low income (at or above threshold),population,747880.3333333334,2002-03 - 2004-05,1008138.0,74.0
E12000002,Not in low income (at or above threshold),No children in the family,In low income (below threshold),population,111477.33333333333,2002-03 - 2004-05,3743877.0,3.0
E12000002,Not in low income (at or above threshold),No children in the family,Not in low income (at or above threshold),population,2982228.0,2002-03 - 2004-05,3743877.0,80.0
E12000003,Not in low income (at or above threshold),0 to 4,In low income (below threshold),population,8514.0,2002-03 - 2004-05,877661.6666666666,1.0
